movieId,title,tmdb_id,overview,poster_url,genres,release_year,actors,directors
252,I.Q. (1994),11777,Albert Einstein helps a young man who's in love with Einstein's niece to catch her attention by pretending temporarily to be a great physicist.,https://image.tmdb.org/t/p/w500/1dLR9LX4O8DSyaU5OR3N0472IR.jpg,Comedy|Drama|Romance,1994,Tim Robbins|Meg Ryan|Walter Matthau|Lou Jacobi|Gene Saks,Fred Schepisi
253,Interview with the Vampire: The Vampire Chronicles (1994),628,"A vampire relates his epic life story of love, betrayal, loneliness, and dark hunger to an over-curious reporter.",https://image.tmdb.org/t/p/w500/2162lAT2MP36MyJd2sttmj5du5T.jpg,Horror|Drama|Fantasy,1994,Tom Cruise|Brad Pitt|Antonio Banderas|Christian Slater|Stephen Rea,Neil Jordan
254,Jefferson in Paris (1995),87729,"His wife having recently died, Thomas Jefferson accepts the post of United States ambassador to pre-revolutionary France, though he finds it difficult to adjust to life in a country where the aristocracy subjugates an increasingly restless peasantry. In Paris, he becomes smitten with cultured artist Maria Cosway, but, when his daughter visits from Virginia accompanied by her attractive slave, Sally Hemings, Jefferson's attentions are diverted.",https://image.tmdb.org/t/p/w500/vcZCvsm920LoNDb7pMibJkxIE4n.jpg,Drama|Romance|History,1995,Nick Nolte|Greta Scacchi|Thandiwe Newton|Gwyneth Paltrow|Jean-Pierre Aumont,James Ivory
255,"Jerky Boys, The (1995)",18713,"When two unemployed telephone pranksters decide to use their vocal ""talents"" to impersonate a Chicago mob boss and curry favor with organized crime in New York, the trouble begins. It isn't long before Johnny and Kamal (the ""Jerky Boys"" of crank call fame) are wanted by the local mafia, the police, and their neighbor.",https://image.tmdb.org/t/p/w500/yUbdqyZaeaoNKBQmnmtim1IIAf1.jpg,Comedy|Crime,1995,John G. Brennan|Kamal Ahmed|Alan Arkin|William Hickey|Vincent Pastore,James Melkonian
256,Junior (1994),6280,"A research scientist becomes the world's first pregnant man in order to test a drug he and a colleague have designed for expectant women. To carry out the trial, he has an embryo implant, believing that he will only carry the baby for three months – hardly expecting to face the prospect of giving birth.",https://image.tmdb.org/t/p/w500/swxxtzYc60qqnFhfWMFdmx9QXvY.jpg,Comedy|Science Fiction,1994,Arnold Schwarzenegger|Danny DeVito|Emma Thompson|Frank Langella|Pamela Reed,Ivan Reitman
257,Just Cause (1995),9061,A Harvard professor is lured back into the courtroom after twenty-five years to take the case of a young black man condemned to death for the horrific murder of a child.,https://image.tmdb.org/t/p/w500/hbkS4UpgHcGhLlGy9YCX4WIJ4lu.jpg,Action|Drama|Mystery|Thriller,1995,Sean Connery|Laurence Fishburne|Blair Underwood|Kate Capshaw|Ruby Dee,Arne Glimcher
258,"Kid in King Arthur's Court, A (1995)",37108,"A Southern California kid named Calvin Fuller is magically transported to the medieval kingdom of Camelot through a crack in the ground caused by an earthquake. Once there, he learns he was summoned by the wizard Merlin, who needs Calvin to save Camelot. Using dazzling modern inventions, can Calvin help King Arthur retain his crown and thwart the evil Lord Belasco?",https://image.tmdb.org/t/p/w500/eAP9rYEPeSjPxsAc8XtMccEzXpI.jpg,Adventure|Fantasy|Comedy|Family,1995,Thomas Ian Nicholas|Joss Ackland|Art Malik|Daniel Craig|Kate Winslet,Michael Gottlieb
259,Kiss of Death (1995),6071,"Jimmy Kilmartin's an ex-con who's trying to go straight. But he can't say no to a quick driving job because his so-called friend's life is threatened. The job is for Little Junior Brown, a violent and powerful villain. When things go wrong, Jimmy is left to do the time, and his whole life is turned upside-down, but if that wasn't enough, the cops won't leave Jimmy alone when he gets out... They want Little Junior Brown.",https://image.tmdb.org/t/p/w500/2cCxEqeIy6Q8HgVjfT7obOnF5Zi.jpg,Crime|Thriller|Drama,1995,David Caruso|Nicolas Cage|Samuel L. Jackson|Helen Hunt|Kathryn Erbe,Barbet Schroeder
260,Star Wars: Episode IV - A New Hope (1977),11,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,https://image.tmdb.org/t/p/w500/6FfCtAuVAW8XJjZ7eWeLibRLWTw.jpg,Adventure|Action|Science Fiction,1977,Mark Hamill|Harrison Ford|Carrie Fisher|Peter Cushing|Alec Guinness,George Lucas
261,Little Women (1994),9587,"With their father away as a chaplain in the Civil War, Jo, Meg, Beth and Amy grow up with their mother in somewhat reduced circumstances. They are a close family who inevitably have their squabbles and tragedies. But the bond holds even when, later, male friends start to become a part of the household.",https://image.tmdb.org/t/p/w500/1ZzH1XMcKAe5NdrKL5MfcqZHHsZ.jpg,Drama|Romance,1994,Winona Ryder|Trini Alvarado|Samantha Mathis|Kirsten Dunst|Claire Danes,Gillian Armstrong
262,"Little Princess, A (1995)",19101,"When her father enlists to fight for the British in WWI, young Sara Crewe goes to New York to attend the same boarding school her late mother attended. She soon clashes with the severe headmistress, Miss Minchin, who attempts to stifle Sara's creativity and sense of self-worth.",https://image.tmdb.org/t/p/w500/9V4bAVEskSNbEqjVI0YmeuB0n8I.jpg,Drama|Family|Fantasy,1995,Liesel Matthews|Eleanor Bron|Liam Cunningham|Rusty Schwimmer|Vanessa Lee Chester,Alfonso Cuarón
263,Ladybird Ladybird (1994),49980,"Maggie has had four children, by four different fathers, removed by social services because of a previous violent relationship. When she meets Jorge, a gentle Latin American refugee, she gradually sees her chance for happiness, but her history still haunts her.",https://image.tmdb.org/t/p/w500/91KSK1xKdVEIDASKRo9ahBFCtM2.jpg,Drama,1994,Crissy Rock|Vladimir Vega|Sandie Lavelle|Mauricio Venegas|Ray Winstone,Ken Loach
264,"Enfer, L' (1994)",17961,"Forced to work extremely hard to keep things afloat, Paul begins hearing voices in his head questioning his past choices. Convinced that his wife has been unfaithful, he begins to see every male guest as a potential threat. What follows is Paul's downward spiral into the madness of deranged jealousy where he finally discovers that hell is not a state of mind – hell is himself.",https://image.tmdb.org/t/p/w500/76ccjXiC0sBBGGD75HCQrmGBgP7.jpg,Drama|Thriller,1994,Emmanuelle Béart|François Cluzet|Nathalie Cardone|André Wilms|Marc Lavoine,Claude Chabrol
265,Like Water for Chocolate (Como agua para chocolate) (1992),18183,"Tita is passionately in love with Pedro, but her controlling mother forbids her from marrying him. When Pedro marries her sister, Tita throws herself into her cooking and discovers she can transfer her emotions through the food she prepares, infecting all who eat it with her intense heartbreak.",https://image.tmdb.org/t/p/w500/itwUdMqLmPfhtGJ44hiDxkqZhiq.jpg,Drama|Romance,1992,Lumi Cavazos|Marco Leonardi|Regina Torné|Mario Iván Martínez|Ada Carrasco,Alfonso Arau
266,Legends of the Fall (1994),4476,"In early 20th-century Montana, Col. William Ludlow lives on a ranch in the wilderness with his sons, Alfred, Tristan, and Samuel. Eventually, the unconventional but close-knit family are bound by loyalty, tested by war, and torn apart by love, as told over the course of several decades in this epic saga.",https://image.tmdb.org/t/p/w500/t1KPGlW0UGd0m515LPQmk2F4nu1.jpg,Drama|Western|Romance|War|Action,1994,Brad Pitt|Anthony Hopkins|Aidan Quinn|Julia Ormond|Henry Thomas,Edward Zwick
267,Major Payne (1995),11008,"Major Benson Winifred Payne is being discharged from the Marines. Payne is a killin' machine, but the wars of the world are no longer fought on the battlefield. A career Marine, he has no idea what to do as a civilian, so his commander finds him a job - commanding officer of a local school's JROTC program, a bunch of ragtag losers with no hope.",https://image.tmdb.org/t/p/w500/kWHx5eq7PELkF3If7LrrhuBskRG.jpg,Adventure|Comedy|Family,1995,Damon Wayans|Karyn Parsons|William Hickey|Michael Ironside|Albert Hall,Nick Castle
268,Little Odessa (1994),47504,"Long separated from his family, hitman Joshua returns to Brighton Beach for a contract killing for the Russian Mafia. His abusive father, Arkady, banned him from returning after Joshua committed his first murder. He takes up residence in a hotel, and soon everyone knows he has returned. He goes home to visit his dying mother, Irina, and prepares for the assassination, getting drawn back into the criminal community he left behind.",https://image.tmdb.org/t/p/w500/80zDn3oanRMWDSDX1cPKZVIi8OO.jpg,Drama|Crime,1994,Tim Roth|Edward Furlong|Moira Kelly|Vanessa Redgrave|Paul Guilfoyle,James Gray
269,My Crazy Life (Mi vida loca) (1993),32325,"Mousie and Sad Girl are childhood best friends in a contemporary Los Angeles poor Hispanic neighborhood. But when Sad Girl becomes pregnant by Mousie's boyfriend, a drug dealer named Ernesto, the two become bitter enemies. While their dispute escalates towards violence, the violence of the world around them soon also impacts their lives.",https://image.tmdb.org/t/p/w500/gtKIaHUqkNqdgVnMFosyVJXvKMC.jpg,Crime|Drama,1994,Angel Aviles|Seidy López|Jacob Vargas|Devine|Monica Lutton,Allison Anders
270,Love Affair (1994),43742,"Ex-football star Mike Gambril meets Terry McKay on a flight to Sydney, which is forced to land on a small atoll. They become romantic on board a ship sent to take them to a larger island. They agree to meet in New York three months later to see if the attraction is real. One shows up but the other doesn't. However, a chance meeting brings them together again.",https://image.tmdb.org/t/p/w500/uPEh48HZN9qqewkF2Hsi9BD6oz7.jpg,Drama|Romance,1994,Warren Beatty|Annette Bening|Katharine Hepburn|Garry Shandling|Chloe Webb,Glenn Gordon Caron
271,Losing Isaiah (1995),28313,"Khaila Richards, a crack-addicted single mother, accidentally leaves her baby in a dumpster while high and returns the next day in a panic to find he is missing. In reality, the baby has been adopted by a warm-hearted social worker, Margaret Lewin, and her husband, Charles. Years later, Khaila has gone through rehab and holds a steady job. After learning that her child is still alive, she challenges Margaret for the custody.",https://image.tmdb.org/t/p/w500/oHALKuPewtqIn2BcluZsGvcEG1P.jpg,Drama,1995,Jessica Lange|Halle Berry|David Strathairn|Cuba Gooding Jr.|Daisy Eagan,Stephen Gyllenhaal
272,"Madness of King George, The (1994)",11318,"Aging King George III of England is exhibiting signs of madness, a problem little understood in 1788. As the monarch alternates between bouts of confusion and near-violent outbursts of temper, his hapless doctors attempt the ineffectual cures of the day. Meanwhile, Queen Charlotte and Prime Minister William Pitt the Younger attempt to prevent the king's political enemies, led by the Prince of Wales, from usurping the throne.",https://image.tmdb.org/t/p/w500/1dTSY023ZyBbgVSKDRuA6JLGSnZ.jpg,Comedy|Drama|History,1994,Nigel Hawthorne|Helen Mirren|Ian Holm|Anthony Calf|Amanda Donohoe,Nicholas Hytner
273,Mary Shelley's Frankenstein (Frankenstein) (1994),3036,"Victor Frankenstein is a promising young doctor who, devastated by the death of his mother during childbirth, becomes obsessed with bringing the dead back to life. His experiments lead to the creation of a monster, which Frankenstein has put together with the remains of corpses. It's not long before Frankenstein regrets his actions.",https://image.tmdb.org/t/p/w500/bOwCAQsZlEKrwhPi1ejY6BS8jpL.jpg,Drama|Horror|Science Fiction|Romance,1994,Robert De Niro|Kenneth Branagh|Tom Hulce|Helena Bonham Carter|Aidan Quinn,Kenneth Branagh
274,Man of the House (1995),40490,"Ben Archer is not happy. His mother, Sandy, has just met a man, and it looks like things are pretty serious. Driven by a fear of abandonment, Ben tries anything and everything to ruin the ""love bubble"" which surrounds his mom. However, after Ben and Jack's experiences in the Indian Guides, the two become much closer.",https://image.tmdb.org/t/p/w500/6bnOhhrrrq6RZhMgz4aGyqbJ9Wf.jpg,Comedy|Family,1995,Chevy Chase|Farrah Fawcett-Majors|Jonathan Taylor Thomas|George Wendt|David Shiner,James Orr
275,Mixed Nuts (1994),24070,The events of a crisis hotline business on one crazy night during the Christmas holidays.,https://image.tmdb.org/t/p/w500/xPdQMqxWnFwCKOIto8dBEorTtGR.jpg,Comedy|Drama|Romance,1994,Steve Martin|Madeline Kahn|Rita Wilson|Juliette Lewis|Anthony LaPaglia,Nora Ephron
276,Milk Money (1994),8986,"Three young boys pool their money and pay V, a kindhearted prostitute, to strip for them. Afterward, she drives them home to the suburbs -- but then her car breaks down. It's just as well, though, because a mobster named Waltzer is after her, and V realizes the suburbs are the perfect place to hide. But things get a lot more complicated when V falls in love with Tom, a single father who is unaware of her real profession.",https://image.tmdb.org/t/p/w500/od8SCOMLDq4iRYaHNqihQVn1SNE.jpg,Comedy|Romance|Drama,1994,Melanie Griffith|Ed Harris|Michael Patrick Carter|Malcolm McDowell|Anne Heche,Richard Benjamin
277,Miracle on 34th Street (1994),10510,"Six-year-old Susan Walker has doubts about childhood's most enduring miracle—Santa Claus. Her mother told her the secret about Santa a long time ago, but, after meeting a special department store Santa who's convinced he's the real thing, Susan is given the most precious gift of all—something to believe in.",https://image.tmdb.org/t/p/w500/iUTPKkljdEjPlcPPYgbUz7APnHu.jpg,Fantasy|Drama|Family,1994,Mara Wilson|Richard Attenborough|Dylan McDermott|Elizabeth Perkins|J. T. Walsh,Les Mayfield
278,Miami Rhapsody (1995),17402,"Even though Gwyn Marcus is engaged to her boyfriend, Matt, she is still afraid of commitment. While she admires her parents' loving relationship, she discovers that her family has not always been faithful in marriage, making it harder than ever to settle down. As her mother pressures her to get married, and plenty of attractive men appear in her life, Gwyn learns that she must balance her career, relationships and marriage to be truly happy.",https://image.tmdb.org/t/p/w500/joturqaJfAJ8XHPadT8kibgSpS4.jpg,Comedy|Romance,1995,Sarah Jessica Parker|Gil Bellows|Antonio Banderas|Mia Farrow|Paul Mazursky,David Frankel
279,My Family (1995),38722,"Traces over three generations an immigrant family's trials, tribulations, tragedies, and triumphs. Maria and Jose, the first generation, come to Los Angeles, meet, marry, face deportation all in the 1930s. They establish their family in East L.A., and their children Chucho, Paco, Memo, Irene, Toni, and Jimmy deal with youth culture and the L.A. police in the '50s. As the second generation become adults in the '60s, the focus shifts to Jimmy, his marriage to Isabel (a Salvadorian refugee), their son, and Jimmy's journey to becoming a responsible parent.",https://image.tmdb.org/t/p/w500/i6t6QF5QyUd3UAQ8JM8eVU1169D.jpg,Comedy|Drama,1995,Edward James Olmos|Jimmy Smits|Esai Morales|Jennifer Lopez|Jacob Vargas,Gregory Nava
280,Murder in the First (1995),8438,"A young, inexperienced public defender is assigned to defend an inmate accused of committing murder while behind bars.",https://image.tmdb.org/t/p/w500/sU37ONoL9qUyYXUhubJSYH9tEoc.jpg,Crime|Drama,1995,Christian Slater|Kevin Bacon|Gary Oldman|Embeth Davidtz|William H. Macy,Marc Rocco
281,Nobody's Fool (1994),11593,"A rascally nearing-retirement man juggles a workers' compensation suit while secretly working for his nemesis and flirting with his nemesis' young wife. As his estranged son returns, he faces new family responsibilities, while a banker plots to evict him from his home.",https://image.tmdb.org/t/p/w500/xyAXFy6mOfgZcVWbceCeuTYadeq.jpg,Drama|Comedy,1994,Paul Newman|Bruce Willis|Melanie Griffith|Jessica Tandy|Dylan Walsh,Robert Benton
282,Nell (1994),1945,"In a remote woodland cabin, a small town doctor discovers Nell — a beautiful young hermit woman with many secrets.",https://image.tmdb.org/t/p/w500/aIDp3x2YfijtdherR28pIH6yenn.jpg,Drama|Thriller,1994,Jodie Foster|Liam Neeson|Natasha Richardson|Richard Libertini|Robin Mullins,Michael Apted
283,New Jersey Drive (1995),39310,"Jason and Midget are two young, black teenagers living in Newark, New Jersey, the unofficial car theft capital of the world. Their favourite pastime is that of everybody in their neighbourhood: stealing cars and joyriding. The trouble starts when they steal a police car and the cops launch a violent offensive that involves beating and even shooting suspects.",https://image.tmdb.org/t/p/w500/lXJWJT6lfAg2NEqEueJcI4ESWSG.jpg,Crime|Drama,1995,Sharron Corley|Gabriel Casseus|Saul Stein|Donald Faison|Gwen McGee,Nick Gomez
286,Nemesis 2: Nebula (1995),63105,"It has been 73 years since Alex failed and the Humans lost the Cyborg Wars. Since then, the Humans have been enslaved. Scientists have developed a new DNA strain, which could signal the end of the Cyborgs, and they inject it into a volunteer. When the Cyborgs learn of the woman and the baby they list both for termination.",https://image.tmdb.org/t/p/w500/dfBROAe2wXgbB7NbksvVvT49vZW.jpg,Science Fiction|Action|Thriller,1995,Sue Price|Chad Stahelski|Tina Cote|Earl White|Jahi J.J. Zuri,Albert Pyun
288,Natural Born Killers (1994),241,Two victims of traumatized childhoods become lovers and serial murderers irresponsibly glorified by the mass media.,https://image.tmdb.org/t/p/w500/fEKZwT91gxvkAoyPgpNXo8W5fu0.jpg,Crime|Thriller|Drama,1994,Woody Harrelson|Juliette Lewis|Robert Downey Jr.|Tommy Lee Jones|Tom Sizemore,Oliver Stone
289,Only You (1994),9058,"Two childhood paranormal incidents have convinced schoolteacher Faith Corvatch that her true love is a guy named ""Damon Bradley,"" but she has yet to meet him. Preparing to marry podiatrist Dwayne in 10 days, Faith receives a phone call from Dwayne's old classmate named Damon Bradley who is on his way to Venice. Faith tries to catch him at the airport but just misses him so she impulsively decides to fly to Venice hoping to finally encounter the man of her dreams; accompanying her on the trip is her sister-in-law and childhood best friend, Kate, who has just left her husband, Faith's brother Larry.",https://image.tmdb.org/t/p/w500/7mLLANXgUg3bibTiUitDlB0NZcU.jpg,Romance|Comedy,1994,Marisa Tomei|Robert Downey Jr.|Bonnie Hunt|Joaquim de Almeida|Fisher Stevens,Norman Jewison
290,Once Were Warriors (1994),527,"A drama about a Maori family living in Auckland, New Zealand. Lee Tamahori tells the story of Beth Heke’s strong will to keep her family together during times of unemployment and abuse from her violent and alcoholic husband.",https://image.tmdb.org/t/p/w500/1nd4SsytVc96hy92g8NNVPD3mzf.jpg,Drama,1994,Rena Owen|Temuera Morrison|Mamaengaroa Kerr-Bell|Julian Arahanga|Taungaroa Emile,Lee Tamahori
291,Poison Ivy II (1996),18220,"A young and naive college art student becomes obsessed with assuming the identity and personality of a departed coed who used to live in her room, and in so doing causes complications that result in two men, a student and her art professor, lusting after her.",https://image.tmdb.org/t/p/w500/jXLuQYRwWNuwW8dkx3zo5bWon2r.jpg,Drama|Romance|Thriller,1996,Alyssa Milano|Johnathon Schaech|Xander Berkeley|Belinda Bauer|Camilla Belle,Anne Goursaud
292,Outbreak (1995),6950,"A deadly airborne virus finds its way into the USA and starts killing off people at an epidemic rate. Col. Sam Daniels' job is to stop the virus spreading from a small town, which must be quarantined, and to prevent an over reaction by the White House.",https://image.tmdb.org/t/p/w500/4KymNvlWR0XF0sqX2BWRd9Z3yXR.jpg,Action|Drama|Science Fiction|Thriller,1995,Dustin Hoffman|Rene Russo|Morgan Freeman|Kevin Spacey|Cuba Gooding Jr.,Wolfgang Petersen
294,"Perez Family, The (1995)",63020,"In the midst of the Mariel boat lift -- a hurried exodus of refugees from Cuba going to America -- an immigration clerk accidentally presumes that dissident Juan Raul Perez and Dorita Evita Perez are married. United by their last name and a mutual resolve to emigrate, Dorita and Juan agree to play along. But it gets complicated when the two begin falling for each other just as Juan reunites with his wife, Carmela, whom he hasn't seen in decades.",https://image.tmdb.org/t/p/w500/jxi3UDHf86kDk5hqJxnpEMzVch2.jpg,Comedy|Drama|Romance,1995,Marisa Tomei|Alfred Molina|Anjelica Huston|Chazz Palminteri|Trini Alvarado,Mira Nair
295,"Pyromaniac's Love Story, A (1995)",2307,"A pastry boy and the son of a hair-piece mogul become involved in an arson scandal. Sergio is offered a bribe in exchange for taking the blame for the fire that destroys his workplace. Garet, the real arsonist, is apalled that someone else would try to take credit for his act of love. Before long, Sergio and Garet become entangled in a zany love-quadrangle involving Hattie and Stephanie. Written by Brian Whiting",https://image.tmdb.org/t/p/w500/9pU8aNS1wEXVGNR9WnsX2O3w9qF.jpg,Comedy|Drama|Romance,1995,William Baldwin|John Leguizamo|Erika Eleniak|Michael Lerner|Armin Mueller-Stahl,Joshua Brand
296,Pulp Fiction (1994),680,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",https://image.tmdb.org/t/p/w500/vQWk5YBFWF4bZaofAbv0tShwBvQ.jpg,Thriller|Crime|Comedy,1994,John Travolta|Samuel L. Jackson|Uma Thurman|Bruce Willis|Ving Rhames,Quentin Tarantino
297,Panther (1995),41478,"In this sprawling, fictionalized history of the Black Panthers, 1960s Oakland becomes a war zone as the Panthers battle for the right to exist.",https://image.tmdb.org/t/p/w500/gxGOkt6WBhSIdZiQqyVEccRURVv.jpg,Drama|History,1995,Kadeem Hardison|Bokeem Woodbine|Joe Don Baker|Courtney B. Vance|Tyrin Turner,Mario Van Peebles
298,Pushing Hands (Tui shou) (1992),25296,"Mr. Chu is an elderly widower who teaches tai chi chuan in Beijing. He moves to America to live with his son's family, but finds the cultural adjustment difficult. Since his daughter-in-law is a white woman who does not speak Chinese, Mr. Chu's son, Alex, must mediate.",https://image.tmdb.org/t/p/w500/46WdJMUhZpIsG5D7bb0lYjoE1Uu.jpg,Drama|Comedy,1991,Lung Sihung|Wang Bozhao|Deb Snyder|Wang Lai|Fanny De Luz,Ang Lee
299,Priest (1994),40156,The deeply held religious convictions of an idealistic young priest are challenged when he must face extraordinary events within his own congregation.,https://image.tmdb.org/t/p/w500/yCZ2eGJb78HzaYthNwVF8R0G6BG.jpg,Drama|Romance,1995,Linus Roache|Tom Wilkinson|Robert Carlyle|Cathy Tyson|Lesley Sharp,Antonia Bird
300,Quiz Show (1994),11450,"Herbert Stempel's transformation into an unexpected television personality unfolds as he secures victory on the cherished American game show, 'Twenty-One.' However, when the show introduces the highly skilled contestant Charles Van Doren to replace Stempel, it compels Stempel to let out his frustrations and call out the show as rigged. Lawyer Richard Goodwin steps in and attempts to uncover the orchestrated deception behind the scenes.",https://image.tmdb.org/t/p/w500/yoGJo1h3Hl2exXPVcG9UXWDENtX.jpg,History|Drama,1994,John Turturro|Rob Morrow|Ralph Fiennes|Paul Scofield|David Paymer,Robert Redford
301,Picture Bride (Bijo photo) (1994),30304,"Riyo, an orphaned 17-year old, sails from Yokohama to Hawaii in 1918 to marry Matsuji, a man she has never met. Hoping to escape a troubled past and start anew, Riyo is bitterly disappointed upon her arrival: her husband is twice her age. The miserable girl finds solace with her new friend Kana, a young mother who helps Riyo accept her new life.",https://image.tmdb.org/t/p/w500/s1lUr4NWgOi4ftXLrUWGI49IvKK.jpg,Drama|History,1995,Youki Kudoh|Akira Takayama|Tamlyn Tomita|Cary-Hiroyuki Tagawa|Toshirō Mifune,Kayo Hatta
302,"Queen Margot (Reine Margot, La) (1994)",10452,"Paris, Kingdom of France, August 18, 1572. To avoid the outbreak of a religious war, the Catholic princess Marguerite de Valois, sister of the feeble King Charles IX, marries the Huguenot King Henry III of Navarre.",https://image.tmdb.org/t/p/w500/8uGkhBLiJMIkwohGPo3iB9AuwDg.jpg,Drama|History|Romance,1994,Isabelle Adjani|Daniel Auteuil|Jean-Hugues Anglade|Vincent Perez|Virna Lisi,Patrice Chéreau
303,"Quick and the Dead, The (1995)",12106,"A mysterious woman comes to compete in a quick-draw elimination tournament, in a town taken over by a notorious gunman.",https://image.tmdb.org/t/p/w500/jhEmrXJpP6F3cqwyLjvgBgxxxFA.jpg,Western|Action|Drama|Romance|Thriller,1995,Sharon Stone|Gene Hackman|Russell Crowe|Leonardo DiCaprio|Tobin Bell,Sam Raimi
304,Roommates (1995),161495,"An elderly, yet young-at-heart man, moves in with his grandson, and both their lives turn upside-down.",https://image.tmdb.org/t/p/w500/ww737E66JgONeNCSZVuGRy7TvXI.jpg,Drama|Comedy,1995,Peter Falk|D. B. Sweeney|Julianne Moore|Ellen Burstyn|Jan Rubeš,Peter Yates
305,Ready to Wear (Pret-A-Porter) (1994),3586,"During Paris Fashion Week, models, designers and industry hot shots gather to work, mingle, argue and try to seduce one another.",https://image.tmdb.org/t/p/w500/h0eJN4Dj5DhB4QtERMDK3VTOBuJ.jpg,Comedy,1994,Marcello Mastroianni|Sophia Loren|Jean-Pierre Cassel|Kim Basinger|Chiara Mastroianni,Robert Altman
306,Three Colors: Red (Trois couleurs: Rouge) (1994),110,"Part-time model Valentine unexpectedly befriends a retired judge after she runs over his dog. At first, the grumpy man shows no concern about the dog, and Valentine decides to keep it. But the two form a bond when she returns to his house and catches him listening to his neighbors’ phone calls.",https://image.tmdb.org/t/p/w500/JHmsBiX1tjCKqAul1lzC20WcAW.jpg,Drama|Mystery|Romance,1994,Irène Jacob|Jean-Louis Trintignant|Frédérique Feder|Jean-Pierre Lorit|Samuel Le Bihan,Krzysztof Kieślowski
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),108,"The wife of a famous composer survives a car accident that kills her husband and daughter. Now alone, she shakes off her old identity and explores her newfound freedom but finds that she is unbreakably bound to other humans, including her husband’s mistress, whose existence she never suspected.",https://image.tmdb.org/t/p/w500/33wsWxzsNstI8N7dvuwzFmj1qBd.jpg,Drama,1993,Juliette Binoche|Benoît Régent|Florence Pernel|Charlotte Véry|Hélène Vincent,Krzysztof Kieślowski
308,Three Colors: White (Trzy kolory: Bialy) (1994),109,"Polish immigrant Karol Karol finds himself out of a marriage, a job and a country when his French wife, Dominique, divorces him after six months due to his impotence. Forced to leave France after losing the business they jointly owned, Karol enlists fellow Polish expatriate Mikołaj to smuggle him back to their homeland.",https://image.tmdb.org/t/p/w500/fdIet3NSa27gobMbaUml66oCQNT.jpg,Comedy|Drama|Mystery,1994,Zbigniew Zamachowski|Julie Delpy|Janusz Gajos|Jerzy Stuhr|Grzegorz Warchoł,Krzysztof Kieślowski
309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",159185,"A woman inherits her father's fireworks factory, as he had no son. The business does well and everything works in an orderly fashion until one day, an itinerant painter is hired to decorate the doors and vases at the factory. The woman, forbidden to marry and thereby involve outsiders in the factory ownership, finds herself drawn to the headstrong painter. When they fall in love, the situation throws her entire life into disarray",https://image.tmdb.org/t/p/w500/wmW9WnTTBib4XTiLOYtLOlxvh5G.jpg,Drama,1994,Ning Jing|Wu Gang,He Ping
310,Rent-a-Kid (1995),36357,"Harry Habert, owner of a rental company, has an original idea—to rent baby's from a nearby orphanage to local families. He rents the Ward siblings, 2 boys and a girl, to his first customers.",https://image.tmdb.org/t/p/w500/hnL5TxGumlBy68D4HovSlndEIkz.jpg,Comedy|Family|TV Movie,1995,Leslie Nielsen|Christopher Lloyd|Matt McCoy|Sherry Miller|Amos Crawley,Fred Gerber
312,Stuart Saves His Family (1995),28033,A self-help advocate struggles to put his dysfunctional family in its place.,https://image.tmdb.org/t/p/w500/80YaWpUokDoPynsJi0ittpts3J0.jpg,Comedy|Drama,1995,Al Franken|Laura San Giacomo|Vincent D'Onofrio|Shirley Knight|Harris Yulin,Harold Ramis
313,"Swan Princess, The (1994)",22586,"The beautiful princess Odette is transformed into a swan by an evil sorcerer's spell. Held captive at an enchanted lake, she befriends Jean-Bob the frog, Speed the turtle and Puffin the bird. Despite their struggle to keep the princess safe, these good-natured creatures can do nothing about the sorcerer's spell, which can only be broken by a vow of everlasting love.",https://image.tmdb.org/t/p/w500/tmpO3vk8WguFOE4UXESGdWwHQOX.jpg,Family|Animation|Fantasy|Adventure|Comedy,1994,Jack Palance|Howard McGillin|Michelle Nicastro|Liz Callaway|John Cleese,Richard Rich
314,"Secret of Roan Inish, The (1994)",14334,"Ten-year-old Fiona is sent to live with her grandparents in a small fishing village in Donegal, Ireland. She soon learns the local legend that an ancestor of hers married a Selkie – a seal who can turn into a human. Years earlier, her baby brother was washed out to sea and never seen again, so when Fiona spies a naked little boy on the abandoned Isle of Roan Inish, she is compelled to investigate.",https://image.tmdb.org/t/p/w500/jjYHAhscWp3uWutHSvFaLC3vEEW.jpg,Adventure|Fantasy|Family|Drama,1994,Jeni Courtney|Eileen Colgan|Mick Lally|John Lynch|Pat Slowey,John Sayles
315,"Specialist, The (1994)",2636,"May Munro is a woman obsessed with getting revenge on the people who murdered her parents when she was still a girl. She hires Ray Quick, a retired explosives expert, to kill her parents' killers. When Ned Trent, embittered ex-partner of Quick's, is assigned to protect one of Quick's potential victims, a deadly game of cat and mouse ensues.",https://image.tmdb.org/t/p/w500/9CVAjtkSaFs9FyddGfThj11ZuQq.jpg,Action|Thriller,1994,Sylvester Stallone|Sharon Stone|James Woods|Rod Steiger|Eric Roberts,Luis Llosa
